topic,topic_name,admiration,amusement,annoyance,approval,caring,confusion,curiosity,disappointment,disapproval,gratitude,optimism
11,"11: [high] Admissions Decisions (n=1,526)",0.44742079145748875,1.0134844031991264,0.4529194522449692,0.526668285546757,1.4962486523661453,1.1863209258840255,1.2924078220241157,1.336025400757138,0.8273736727414907,0.9669040466718473,2.1483738789815487
12,12: [high] IT & Account Support (n=837),0.3099765454604165,1.370920552799281,1.3600634166507164,0.6601444027171343,0.5889843790961228,1.4419161552361792,0.9896416024990398,1.2179060702242488,0.683071467967006,0.819565129081784,0.6661340183449643
13,"13: [high] Social Life & Friendships (n=2,189)",1.2663418724177062,1.4472310548991079,1.4486898815417781,1.2358599736165419,1.6831321534247932,0.507233036170885,0.5946374883644625,1.3411766361990705,0.9685557115742763,0.810042612605731,1.0697704559570067
14,"14: [mixed] Mental Health & Well‑Being (n=2,351)",0.9816004899373679,1.0398084928144713,1.2451063641769273,1.0988123949837698,3.9068457668052337,0.5698175424692798,0.46977457609056933,1.6650138418487255,0.7092931608568496,1.029489775035527,1.5747170187475295
15,15: [high] Graduation & Regalia (n=479),0.8552369032536048,1.041536264584731,0.33950882187195036,0.9437972643135648,0.5958443224192947,1.083423890252721,1.1058046383681914,0.17025258969147325,0.547063239872323,1.053809607618729,0.5121583220795062
16,16: [mixed] Lost & Found Items (n=400),0.614487714987715,0.8730677737881508,0.4065618141916606,0.4664306003873466,0.7783893557422968,0.9956791530944626,0.9438454324242118,0.6116324284666177,0.71466352336048,1.2619370051234282,0.7805758426966294
17,17: [high] Campus Fitness & Gym Services (n=448),1.0972994910494913,1.1136068543216209,0.45375202476747833,1.249367679608964,0.6370746215152727,1.023696098960757,1.0565433945047147,0.36406692170632005,0.8507899087624762,0.6355909824339611,1.1449773202820455
19,19: [high] Laptop Grant Program (n=276),0.9400375672114804,0.6326578070928629,0.44191501542571804,1.4039717068515452,0.5640502577842731,1.2243748918157644,1.2453941461794704,0.29547460312396995,0.6904961578362127,1.078578636857631,0.6464396212808524
20,20: [high] Health Insurance & Tuition (n=555),0.36906169068331235,0.4494557394018794,0.8057981902897777,0.982639657087688,0.6077514489279195,1.3482305758527258,0.9442261687825919,0.6612242469909382,1.2876820240729372,1.119389720414406,0.924233945020462
21,21: [high] Textbooks & Study Materials (n=275),1.0427670314943043,0.9070834013383384,0.5913626388242336,0.6262564704501438,0.8491520244461421,1.0093937419800612,1.2499228521655776,0.2965490562262389,0.693007052955617,1.5531532370749883,0.32439515540639136
23,23: [high] Morehead-Cain Scholarship (n=378),0.6863766363766364,0.5279321383450647,1.075560355004393,0.6644310546828299,1.029615549923673,1.2771257374949014,1.3565495435616088,0.9708451245501868,1.5755368680786597,0.9587365660956718,1.7110128071203512
25,25: [high] Pets & Animal Care (n=323),1.099186831075376,1.235655407395879,2.3915400834803564,0.6887043873306856,0.883620527674434,0.48574271470974817,0.40124661421850877,0.3787197699483701,1.62255908296497,0.6812075601206089,0.7595165209785866
